tar,user_id,sku_id,view_dauer,view_times,cate,brand,market_time,shop_id,fans_num,vip_num,shop_reg_tm,shop_score,age,sex,user_reg_tm,user_lv_cd,city_level,province,city,county
0,17988,127921,1,1,7,5012,-725791,1985,18170,7897,-29070630,9.420271,1,0,-113142468,7,5,30,231,2240
0,33921,175353,1,1,34,2484,-10758984,4178,,,,,5,0,-28996829,1,1,16,240,1078
0,29437,14481,1,1,26,2484,-69142123,7794,,,,,5,0,-142586800,7,3,11,348,2136
0,13095,352177,1,1,7,3292,-171296623,1107,,,,,2,0,-243425279,7,4,19,148,247
0,4687,20127,1,1,41,11114,-44891742,4303,326523,752742,-88861681,9.631294,6,1,-188108695,5,4,1,41,2196
0,40462,183895,1,2,26,1304,-204628766,1615,,,,,5,1,-171867138,1,4,25,230,1401
0,24593,55911,1,1,56,9116,-29253313,9257,,,,,5,1,-114318361,7,3,11,348,2316
0,16411,63557,1,1,41,4617,-24829302,1829,55916,24273,-27081752,9.299097,6,0,-210148584,5,3,23,204,306
0,4090,230623,1,1,7,8732,-29844359,2764,2079,9726,-36764801,9.221196,6,0,-88278564,7,1,26,4,1802
0,4518,255210,1,1,7,262,-116326023,2092,217185,188674,-147528133,9.616888,6,0,-72857299,1,5,7,155,1463
0,39496,187033,1,1,22,2484,-12668309,7794,,,,,6,1,-160365815,7,1,15,241,2200
0,13016,251394,1,1,63,7352,-16085469,5377,22241,11915,-25965981,9.783637,5,0,-308301004,7,3,23,204,306
0,15552,70090,1,1,30,8836,-85728062,2736,,,,,5,0,-123387440,5,4,8,182,709
0,9371,106313,1,1,7,7163,-46075216,8952,,,,,5,0,-55560113,5,4,6,88,951
0,4114,161278,1,1,7,2644,-12546531,5909,,,,,5,0,-133329035,5,4,21,116,1560
0,5747,184392,3,2,81,7340,-44263721,7208,79825,6408,-46509840,9.356495,6,0,-115338703,5,1,9,196,2372
0,11172,349678,1,1,7,3292,-111914993,1107,,,,,5,0,-41826055,5,5,4,272,1762
0,26071,304853,1,1,7,1817,-38017613,6311,2372,7543,-50395680,9.366128,5,0,-29995090,1,5,29,294,2667
0,2088,10006,1,1,27,2484,-23522773,4024,36502,496586,-24327622,9.408314,1,0,-135361643,5,3,11,348,2136
0,32788,51947,1,1,69,8398,-33482894,4119,,,,,6,0,-184233529,7,1,10,261,1408
0,9441,306713,1,1,27,1020,-17480179,4665,81021,206952,-18859896,9.489199,5,0,-36746071,1,1,29,125,1701
0,9005,111287,1,1,7,1142,-54360866,1716,810326,338766,-90239402,9.580392,6,0,-84926786,5,5,26,44,1174
0,2363,95885,1,1,47,3519,-12200610,5330,,,,,5,0,-216447207,5,3,11,348,2136
0,22517,121353,1,1,7,3292,-35538226,1709,36143,179114,-164152796,9.620338,4,0,-2179177,1,1,26,4,466
0,8539,6900,1,1,62,8406,-46163507,9203,,,,,5,1,-156071808,7,1,20,305,2792
0,17997,100913,1,1,7,1817,-654101,8576,77051,33023,-57919200,9.834507,6,0,-211545967,7,1,6,189,1968
0,1656,299280,1,2,75,9814,-22144590,982,39453,131440,-74266681,9.511982,5,1,-12553201,5,3,11,348,2316
0,25769,365752,1,1,20,11114,-4081303,802,,,,,5,0,-288934142,7,4,8,182,709
0,28052,372129,1,1,7,1142,-26448599,3217,,,,,5,0,-22050914,1,5,7,144,211
0,36646,224460,1,1,7,4830,-9176788,7228,,,,,6,0,-42423,6,1,7,205,1626
0,38422,352102,1,2,7,1142,-203255270,3217,,,,,5,0,-192713888,5,1,20,29,2298
0,16428,210815,1,1,7,5706,-226228315,6417,,,,,4,0,-43198637,5,5,8,302,1951
0,29959,17926,1,1,7,5706,-162052018,6417,,,,,2,0,-47913665,7,3,11,348,612
0,13303,164058,1,1,26,1304,-73808881,1615,,,,,5,0,-156177735,1,1,26,313,1293
0,27522,289214,1,1,7,3448,-233563640,8039,,,,,2,0,-4102841,6,1,7,36,2820
0,12050,321505,1,2,7,315,-14564789,5937,173537,13681,-82367762,9.588594,6,0,-8499508,5,5,29,294,2667
0,41603,185717,1,2,35,9985,-57053238,9603,78550,309377,-85805286,9.448691,5,1,-112411357,1,5,14,33,2068
0,30711,55333,1,1,7,2565,-140445790,5332,,,,,6,0,-77273829,7,3,23,204,735
0,32990,314604,1,1,3,4361,-86523144,8120,119617,119010,-87113082,9.746976,4,1,-130417940,7,1,26,4,2234
0,3582,213691,1,1,7,7163,-14359875,8952,,,,,2,0,-178335621,7,4,20,120,741
0,2684,19643,1,1,34,1020,-11604754,4349,27837,279449,-16271249,9.615594,1,1,-164284683,5,3,11,348,2681
0,14460,92955,1,1,81,6062,-89886378,8148,94311,148435,-111670201,9.346251,2,0,-99057486,5,4,29,245,1979
0,34227,167467,1,1,7,3292,-30438733,8078,104113,31967,-87027250,9.513697,4,0,-32171585,1,4,30,283,1484
0,41803,223491,1,1,7,3448,-94545051,8039,,,,,5,0,-243590910,1,1,26,34,746
0,11238,19465,1,1,7,4250,-14014178,4032,,,,,5,0,-19920965,1,3,20,174,2343
0,1248,111829,1,1,7,3292,-2369603,7632,5089,2163,-9810540,9.739888,6,0,-142656912,7,3,23,204,1991
0,41099,306665,1,1,7,2200,-994935,5897,13358,6315,-33989050,9.14916,2,0,-100331398,5,1,15,241,2200
0,1515,87364,1,1,67,7625,-15248086,1017,8434,16064,-15939346,9.535497,5,0,-90117228,7,3,11,348,1782
0,38603,101956,1,1,8,2777,-100515020,5523,,,,,5,1,-213105127,1,1,7,205,350
0,1656,135383,1,1,75,9532,-27426143,5871,1805,32075,-30869847,9.220986,5,1,-12553201,5,3,11,348,2316
0,21692,330923,1,1,81,7629,-17157678,8182,1629,2784,-21732351,9.865228,2,0,-227838482,7,3,11,348,714
0,41888,20827,1,1,7,2565,-17416707,294,277844,30499,-22229993,9.640519,5,0,-175567439,7,4,6,88,2197
0,18599,155859,1,1,7,1423,-41993248,7720,213526,67238,-47893709,9.364878,1,0,1613420,6,5,30,249,2471
0,30684,276120,1,1,7,1142,-45389714,5618,173008,182665,-158051244,9.396298,2,0,-182487241,7,4,21,116,2147
0,32654,354633,1,1,24,7963,-61527837,530,26328,225587,-61547872,9.724996,4,0,-31321658,6,1,26,313,1862
0,31984,218529,1,1,7,6279,-29830176,10129,410068,29491,-30698714,9.732041,6,0,-53138299,7,4,20,207,276
0,42470,269957,1,1,7,5701,-54029082,744,180250,52606,-54046680,9.414502,6,0,-326964908,7,5,7,155,2457
0,40299,230459,1,1,7,3292,-241090162,1107,,,,,5,0,-288232389,7,3,11,348,2136
0,8027,359114,1,1,7,10595,-5833252,7931,1000,12786,-16888359,9.392556,5,1,-65760795,5,1,16,240,95
0,37018,99839,1,1,,,,,,,,,6,0,-62201634,7,5,28,228,1033
0,18902,37430,3,3,26,2484,-60085425,7794,,,,,5,0,-167144699,7,5,28,322,1426
0,26352,122433,1,1,55,2777,-122214784,5523,,,,,4,0,-82778391,7,3,20,174,18
0,34122,154447,1,1,41,11114,-57312493,802,,,,,6,1,-9161723,6,3,20,174,659
0,33777,166285,1,1,7,10641,-53159647,5733,398541,856414,-147072640,9.426208,5,0,-169558166,7,3,20,119,203
0,5968,365986,1,1,7,2565,-40537314,8375,59129,35719,-41241619,9.454467,1,0,-282811917,7,4,25,312,2747
0,6942,129845,1,1,43,10280,-42382348,1304,28725,99783,-43222450,9.44691,6,0,-61038766,5,5,28,42,2185
0,27063,268120,1,1,22,8633,-23123107,5689,,,,,5,1,-219879566,7,5,29,262,81
0,24010,159235,1,1,70,8777,-21718026,7351,,,,,6,0,-7041893,6,1,7,57,2059
0,35691,177209,1,1,76,2777,-34409822,6042,649489,186824,-35124742,9.493011,4,1,-78460400,5,1,16,240,95
0,552,70327,1,1,7,1712,-161017177,4296,,,,,5,1,-118196313,5,4,6,233,1968
0,16175,239751,1,1,27,4145,-56191427,6922,109544,19715,-56456280,9.241262,5,0,-146370875,7,4,29,245,1915
0,34732,148815,1,1,81,390,-23015489,1321,7126,10083,-40287264,9.206845,5,1,-95860610,7,3,11,348,612
0,17594,33979,1,1,7,3292,-9722312,6591,22232,2826,-11533320,9.689269,6,0,-98934848,7,3,11,348,714
0,32568,15478,1,1,7,5605,-21703736,2617,12226,12472,-21712947,9.617847,2,0,-178687068,7,1,6,221,31
0,19396,258242,1,1,64,9985,-241345443,6367,,,,,5,1,-49599298,1,4,20,207,1962
0,27960,260150,1,1,62,5475,-79542404,7501,36337,36535,-85383755,9.809844,5,1,-140757958,5,4,6,88,1739
0,23351,18227,1,2,75,3028,-11705524,68,95922,216386,-53012760,9.680764,5,0,-195258640,5,3,11,348,1523
0,39961,171998,2,4,7,3350,-18777408,6658,740434,87425,-19291885,9.404424,6,1,-90145093,5,1,20,362,1605
0,30756,230459,1,1,7,3292,-241090162,1107,,,,,6,0,-212830530,7,1,6,232,521
1,11870,113372,1,1,43,3263,-44075695,3704,37398,204430,-49816080,9.462484,6,0,-157547901,7,4,20,293,811
0,661,361244,1,1,7,7163,-3824099,555,4228,8279,-98540401,9.528839,6,0,-223444651,7,4,6,58,2683
0,30498,369236,1,1,34,3997,-9037359,3105,25059,181866,-88873201,9.431077,4,0,-69935813,5,5,30,267,2685
0,3373,40719,1,1,7,3292,-42720504,1709,36143,179114,-164152796,9.620338,6,1,-116064163,1,5,26,315,790
0,34360,197391,1,1,63,2911,-72940172,4209,2459,18132,-75191499,9.715299,2,0,-88269838,7,4,30,283,1683
0,27848,312293,1,1,34,2777,-22143514,1634,178574,371414,-124530570,9.427139,6,1,-113629912,1,4,6,88,1739
0,39576,31586,2,2,7,10148,-36234122,2651,59814,82621,-59469363,9.575139,6,0,-245311328,7,3,11,348,612
0,2428,303534,1,1,11,9331,-196495196,3304,,,,,5,1,-179724552,1,3,11,348,69
0,8266,103972,1,1,69,5174,-8605443,4781,31160,90823,-91960922,9.360032,6,0,-29260753,1,1,2,66,1524
0,18671,176675,1,1,7,8890,-28475366,9186,134142,656114,-147522630,9.559208,6,0,-53269809,7,1,7,205,214
0,28419,143234,1,1,7,7628,-42542484,7720,213526,67238,-47893709,9.364878,6,1,-165721563,5,3,11,348,2136
0,12056,262378,1,1,22,2484,-55065500,7794,,,,,2,1,-86780439,1,1,10,261,2110
0,8296,88983,1,1,22,2484,-24398377,7794,,,,,2,1,-40632845,6,1,20,362,2149
0,11783,274560,1,1,76,543,-72611807,1886,6957,245191,-72880561,9.492477,5,0,-180536091,7,3,11,348,612
0,30445,230459,1,1,7,3292,-241090162,1107,,,,,5,0,-245415084,7,4,7,32,479
0,13431,335004,1,1,55,2484,-12063410,4178,,,,,4,1,-77186186,6,4,25,312,258
0,24985,337908,1,1,81,11067,-160794661,7177,32006,107574,-145006288,9.335853,1,0,-67531448,5,3,20,174,2343
0,13926,193549,1,1,7,10334,-45816470,3484,32886,4159,-45823920,9.668703,5,0,133689,5,1,7,57,370
0,29288,36243,1,1,69,5064,-23447598,6567,11342,34199,-78898199,9.384367,5,1,-101646867,7,5,20,212,178
0,13922,101467,1,1,34,2484,-42457414,4178,,,,,5,1,-61110565,5,4,6,233,2801
0,10961,128342,1,1,81,6062,-27069590,9445,,,,,6,1,-167410148,1,3,20,119,187
0,30133,237250,1,1,12,963,-12550511,6030,1412,7060,-22342640,9.706512,4,1,-70003294,5,1,7,73,776
0,26482,307260,1,1,7,3448,-149261357,8039,,,,,6,0,-212482373,7,4,25,312,2076
0,32282,42202,2,2,7,262,-146749705,5612,20025,42214,-145101122,9.454001,6,0,-68565461,1,5,26,315,140
0,42476,155519,1,1,7,3292,-23719289,7642,120547,14428,-137999190,9.264506,2,0,-202356349,7,4,30,283,1788
0,19846,234146,1,1,7,3292,-68277409,1107,,,,,5,0,-214619232,7,3,20,174,659
0,18417,252488,1,1,27,8936,-121068910,6631,,,,,6,1,-185719797,7,3,20,174,2262
0,10809,163337,1,1,62,2232,-15141440,6960,,,,,5,1,-74335980,1,3,11,348,582
0,41402,189228,1,1,7,3292,-5634291,1107,,,,,2,0,-198580163,7,4,22,310,1430
0,32594,30251,1,1,7,3292,-1427561,6938,10654,5907,-21810660,9.695773,5,0,-37545864,1,1,7,73,2686
0,2937,168611,1,1,19,2777,-53691738,5523,,,,,4,1,-73189531,5,4,19,148,247
0,4008,32094,1,1,19,4329,-82362740,2189,,,,,5,0,-283931483,1,1,7,36,590
0,28238,273725,1,1,7,5605,-21705885,2617,12226,12472,-21712947,9.617847,5,0,-49457601,1,1,6,123,146
0,31367,240003,1,1,55,2484,-29244810,3230,206566,873780,-33124032,9.427261,6,0,-284872678,5,1,26,108,278
0,26747,95748,1,1,62,8107,-24988871,6320,,,,,5,0,-218346594,7,1,6,169,2297
0,24819,274503,1,1,34,543,-138705812,2996,,,,,6,0,-322041804,7,1,10,261,2110
0,25192,221727,1,1,7,7943,-4940242,3116,,,,,2,0,-25868608,7,5,26,89,2217
0,36145,138751,1,1,55,6476,-7990625,9081,68161,40173,-9107280,9.56432,4,1,-27665552,1,4,19,148,2371
0,27104,280229,1,1,27,2484,-113894827,4178,,,,,2,0,-86975722,7,1,26,4,1846
0,842,71793,1,1,76,2777,-30357393,1634,178574,371414,-124530570,9.427139,5,1,-6496674,6,5,16,105,1298
0,21062,45563,2,2,7,1142,-203255233,3217,,,,,5,0,-168571541,7,1,6,232,1260
0,19591,270508,1,1,7,3292,-72709277,1107,,,,,6,0,-28095862,1,5,14,187,154
0,31520,138696,1,1,27,11187,-24816907,5131,11006,72471,-24825638,9.402892,5,1,-105675519,5,3,11,348,714
0,39433,53531,1,1,7,262,-175071462,8226,4939,227482,-175778802,9.586676,1,0,-47359848,5,1,7,141,836
0,19672,210815,1,1,7,5706,-226228315,6417,,,,,6,0,-180627061,7,4,17,191,34
0,24072,289214,1,1,7,3448,-233563640,8039,,,,,6,0,-574526,6,5,30,341,1834
0,18671,276559,1,1,7,1018,-71325587,2823,1146,9026,-79099560,8.925621,6,0,-53269809,7,1,7,205,214
0,22806,230295,1,1,75,5915,-6511410,9170,2800,17869,-41331740,9.456637,5,1,-54130539,5,3,11,348,612
0,23887,207749,1,2,9,6967,-5042140,8976,8377,2603,-15854194,9.835878,6,0,-358654018,7,3,23,204,2432
0,9117,70859,1,1,26,2484,-48920903,7794,,,,,1,0,-186759224,7,3,23,204,735
0,11046,75698,1,1,52,2484,-184579577,4178,,,,,5,0,-15557803,6,5,14,33,2770
0,36145,91902,1,1,55,6347,-74596209,7278,,,,,4,1,-27665552,1,4,19,148,2371
0,11238,25818,1,1,7,1771,-8845635,1780,12434,17642,-48309000,9.547377,5,0,-19920965,1,3,20,174,2343
0,29020,8133,1,3,7,7163,-7647182,4818,24727,35041,-7811280,9.473666,6,0,-121705046,5,4,29,245,1979
